50.42,31.14
38.05,13.56
48.01,59.62
37.65,8.32
66.44,56.15
31.73,34.77
35.15,12.83
41.09,9.40
48.43,32.67
62.16,9.94
40.17,47.30
65.66,2.07
57.57,23.02
27.17,43.00
34.06,36.01
54.05,50.67
48.70,56.11
46.22,43.22
51.92,9.79
28.57,44.36
54.67,31.44
75.37,25.12
26.20,10.04
68.96,25.30
25.99,48.60
60.30,14.53
55.32,33.93
62.70,38.99
59.70,21.03
68.10,56.49
60.07,41.66
45.29,43.91
24.23,8.10
68.33,34.55
29.62,23.87
38.00,30.27
77.59,37.47
65.29,45.84
55.26,29.25
70.62,49.23
64.35,11.51
63.06,9.76
66.38,8.59
61.33,6.95
60.89,55.60
75.47,51.93
22.42,49.85
51.72,30.00
29.71,22.72
28.99,53.71
36.25,50.96
57.08,22.15
64.64,32.95
27.31,6.14
22.45,32.17
71.31,37.17
53.12,18.45
54.12,42.80
75.90,51.23
72.31,6.26
28.36,45.36
59.78,50.46
51.24,19.62
48.22,59.16
40.16,11.71
27.95,46.42
37.59,22.14
67.04,28.34
64.10,56.68
79.80,11.12
45.13,5.22
30.18,49.60
47.65,38.71
43.19,50.24
58.75,33.97
44.92,54.07
28.47,38.70
77.43,14.42
55.53,50.25
59.27,58.33
31.92,4.12
52.84,47.44
58.35,22.47
65.92,35.69
57.83,10.27
72.43,56.98
25.93,36.15
39.91,15.55
52.05,10.50
77.02,5.98
42.63,43.54
28.00,32.87
67.63,24.26
59.13,43.61
23.84,55.62
62.14,10.30
48.60,37.27
29.45,15.44
54.99,56.94
71.52,11.69
24.81,35.56
38.33,1.72
53.66,59.94
49.70,8.00
34.09,38.08
51.07,27.58
32.04,34.52
25.45,50.73
43.56,39.62
22.59,35.40
34.08,13.65
53.80,40.52
57.25,1.26
50.82,51.09
75.82,42.72
64.78,50.31
54.63,49.01
38.30,52.18
75.70,19.99
37.24,27.99
31.60,51.45
48.12,34.23
47.16,28.41
75.70,53.27
26.67,9.09
39.68,33.00
58.93,35.80
41.12,11.05
78.41,51.26
60.82,7.73
36.20,22.15
60.16,40.53
37.88,24.28
75.19,46.81
46.32,12.91
22.70,45.54
76.25,4.69
22.30,13.70
58.29,28.58
51.58,58.00
54.13,8.27
49.72,10.09
43.57,5.76
23.92,56.46
24.34,47.38
22.50,41.74
72.12,57.58
76.18,25.69
20.43,3.25
44.27,53.60
32.64,12.11
28.90,54.35
61.37,18.51
41.02,5.89
77.96,8.46
46.57,55.80
23.81,21.48
67.14,13.29
70.97,50.64
25.24,27.78
30.97,5.78
32.10,46.54
67.56,55.54
69.35,7.82
26.99,7.93
29.90,33.23
74.61,1.30
52.22,30.14
57.45,19.53
52.25,12.22
69.70,40.54
45.63,38.67
68.08,47.67
20.48,33.68
43.49,48.75
31.97,25.84
30.18,24.94
79.32,56.52
72.02,14.63
46.22,25.38
51.95,52.94
33.49,24.03
43.76,34.26
50.60,18.44
51.27,50.16
32.94,53.92
39.38,38.95
52.15,47.76
35.47,54.34
77.24,50.14
36.29,21.34
59.20,11.69
54.56,57.69
78.29,2.62
55.33,11.09
29.45,50.89
62.17,23.68
61.66,23.74
77.24,2.22
75.79,32.46
37.56,12.04
78.65,51.21
76.18,28.57
50.02,1.64
57.14,57.44
68.45,14.52
28.80,57.79
55.99,44.56
35.41,13.99
56.98,2.94
77.59,35.07
33.09,56.70
39.22,54.28
50.94,11.43
76.93,40.75
68.45,21.80
42.53,57.02
41.54,6.24
33.38,16.22
48.35,44.97
48.94,20.26
42.37,26.91
72.57,13.04
28.22,59.42
69.16,47.80
64.87,41.31
50.91,27.99
42.19,17.69
73.67,24.92
63.01,5.59
56.91,40.52
69.19,34.76
53.58,3.05
61.36,21.78
62.41,56.82
57.92,56.78
70.90,7.81
66.01,38.46
32.26,34.67
57.53,41.60
58.30,15.79
77.32,15.82
45.49,15.73
72.95,46.04
68.07,55.04
20.03,10.68
35.70,6.25
44.30,33.46
27.57,6.58
20.67,59.46
36.55,13.83
33.35,20.73
48.93,23.66
62.29,58.56
21.51,29.66
49.01,23.14
63.06,41.24
38.99,21.80
77.39,1.99
67.84,42.75
58.84,11.56
38.26,5.97
45.68,47.04
22.44,9.17
51.06,21.84
46.99,57.43
58.62,50.38
47.94,34.31
31.02,45.80
70.31,5.10
26.58,28.85
42.10,4.66
35.45,17.42
49.14,24.79
28.63,22.99
21.49,45.93
76.93,13.67
67.65,59.74
54.73,26.99
74.09,34.79
63.04,1.02
79.58,32.49
31.18,51.51
73.50,6.21
34.76,41.50
47.88,40.29
58.66,41.06
24.14,22.19
29.60,16.07
75.44,24.47
50.47,11.50
50.84,55.63
74.30,21.98
47.70,54.57
36.74,43.68
27.70,41.37
72.26,32.39
20.09,23.84
52.16,23.90
78.22,25.63
43.31,25.03
72.99,32.43
21.55,31.61
20.86,16.04
50.34,27.89
66.12,58.47
48.96,17.13
77.50,8.80
57.53,37.30
79.59,37.58
21.95,45.20
79.63,3.48
60.83,39.62
47.72,17.31
60.92,49.21
52.89,57.05
24.68,13.40
68.82,38.31
42.00,27.57
65.85,2.32
37.01,28.63
69.77,55.84
35.95,52.09
79.84,23.13
78.71,26.70
48.37,44.74
61.34,52.97
72.49,17.89
40.04,22.49
31.58,18.36
53.61,56.44
68.91,22.39
50.91,19.98
71.90,51.13
38.82,41.56
79.26,36.12
64.42,34.55
61.94,56.22
54.79,1.67
66.89,2.50
74.59,14.30
68.62,57.50
46.30,38.48
21.73,24.66
27.83,33.69
62.00,35.12
40.73,48.06
59.36,40.58
31.51,8.37
46.61,55.92
71.12,28.32
44.72,58.95
50.86,33.63
58.92,46.84
26.20,50.97
61.84,20.29
30.34,45.35
53.24,50.88
46.96,30.52
77.14,7.32
78.26,48.19
58.05,23.45
76.76,51.71
61.98,35.26
47.75,58.69
60.91,12.63
77.13,59.71
69.60,59.28
37.62,36.46
39.95,57.87
24.46,4.36
69.25,8.28
33.44,34.65
31.91,30.95
43.66,37.87
56.52,9.98
47.33,9.10
21.90,51.15
20.52,37.12
59.35,10.92
37.67,8.53
73.14,30.79
43.59,9.75
76.04,47.16
35.43,40.49
47.70,54.50
59.36,20.67
37.13,35.41
30.18,58.14
70.94,45.04
54.86,1.90
28.61,23.54
28.33,51.81
29.12,16.55
56.19,54.27
53.60,33.97
38.76,43.00
38.03,46.99
48.85,16.26
33.80,42.31
76.33,46.77
76.71,33.21
64.66,37.84
26.71,28.58
65.69,30.53
42.53,13.08
60.54,55.86
20.16,36.73
53.91,51.78
60.13,35.11
34.30,42.41
21.82,6.31
22.38,19.89
37.58,22.81
50.39,50.89
33.67,43.33
29.81,42.87
74.77,17.08
65.56,14.74
52.56,13.67
24.80,43.93
43.06,17.29
23.95,24.58
55.66,20.88
